Coluna;Microrregião
CNAE 2.0 Subclasse;41001:PARANAVAÍ;41002:UMUARAMA;41003:CIANORTE;41004:GOIOERÊ;41005:CAMPO MOURÃO;41006:ASTORGA;41007:PORECATU;41008:FLORAÍ;41009:MARINGÁ;41010:APUCARANA;41011:LONDRINA;41012:FAXINAL;41013:IVAIPORÃ;41014:ASSAÍ;41015:CORNÉLIO PROCÓPIO;41016:JACAREZINHO;41017:IBAITI;41018:WENCESLAU BRAZ;41019:TELÊMACO BORBA;41020:JAGUARIAÍVA;41021:PONTA GROSSA;41022:TOLEDO;41023:CASCAVEL-PR;41024:FOZ DO IGUAÇU;41025:CAPANEMA;41026:FRANCISCO BELTRÃO;41027:PATO BRANCO;41028:PITANGA;41029:GUARAPUAVA;41030:PALMAS;41031:PRUDENTÓPOLIS;41032:IRATI;41033:UNIÃO DA VITÓRIA;41034:SÃO MATEUS DO SUL;41035:CERRO AZUL;41036:LAPA;41037:CURITIBA;41038:PARANAGUÁ;41039:RIO NEGRO-PR;42001:SÃO MIGUEL DO OESTE;42002:CHAPECÓ;42003:XANXERÊ;42004:JOAÇABA;42005:CONCÓRDIA;42006:CANOINHAS;42007:SÃO BENTO DO SUL;42008:JOINVILLE;42009:CURITIBANOS;42010:CAMPOS DE LAGES;42011:RIO DO SUL;42012:BLUMENAU;42013:ITAJAÍ;42014:ITUPORANGA;42015:TIJUCAS;42016:FLORIANÓPOLIS;42017:TABULEIRO;42018:TUBARÃO;42019:CRICIÚMA;42020:ARARANGUÁ;43001:SANTA ROSA;43002:TRÊS PASSOS;43003:FREDERICO WESTPHALEN;43004:ERECHIM;43005:SANANDUVA;43006:CERRO LARGO;43007:SANTO ÂNGELO;43008:IJUÍ;43009:CARAZINHO;43010:PASSO FUNDO;43011:CRUZ ALTA;43012:NÃO-ME-TOQUE;43013:SOLEDADE;43014:GUAPORÉ;43015:VACARIA;43016:CAXIAS DO SUL;43017:SANTIAGO;43018:SANTA MARIA;43019:RESTINGA SECA;43020:SANTA CRUZ DO SUL;43021:LAJEADO-ESTRELA;43022:CACHOEIRA DO SUL;43023:MONTENEGRO;43024:GRAMADO-CANELA;43025:SÃO JERÔNIMO;43026:PORTO ALEGRE;43027:OSÓRIO;43028:CAMAQUÃ;43029:CAMPANHA OCIDENTAL;43030:CAMPANHA CENTRAL;43031:CAMPANHA MERIDIONAL;43032:SERRAS DE SUDESTE;43033:PELOTAS;43034:JAGUARÃO;43035:LITORAL LAGUNAR;Total
0139399:Cultivo de outras plantas de lavoura permanente não especificadas anteriormente;10;4;1;5;11;17;1;5;10;18;16;1;8;6;56;22;15;3;24;2;87;5;15;2;8;4;10;1;23;94;63;13;8;4;5;15;58;109;3;0;22;3;143;0;21;14;19;4;229;7;24;3;6;1;30;4;10;19;1;2;2;0;5;1;1;40;24;1;8;29;5;2;0;35;64;54;41;0;1;1;35;59;7;10;31;1;1;42;24;9;13;11;8;2;1891
0141501:Produção de sementes certificadas, exceto de forrageiras para pasto;0;2;2;3;0;0;1;0;0;88;65;33;0;3;13;0;0;0;32;0;76;133;54;0;25;0;66;0;97;16;11;0;0;0;0;0;73;0;2;1;1;85;0;0;486;0;5;28;1;0;0;0;21;0;0;0;0;0;36;181;11;0;16;0;0;58;1;38;170;356;58;0;0;7;0;16;0;0;289;0;45;0;0;0;22;0;3;19;30;0;17;16;6;0;2818
0141502:Produção de sementes certificadas de forrageiras para formação de pasto;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;19;0;13;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;50
0142300:Produção de mudas e outras formas de propagação vegetal, certificadas;56;0;2;0;0;14;0;0;0;3;1;3;0;0;0;0;0;0;0;13;2;14;0;1;0;0;0;1;0;2;0;0;12;0;0;0;39;0;0;7;0;0;10;2;0;0;18;0;6;1;10;0;0;0;1;1;0;0;3;0;0;0;101;3;0;0;5;2;17;0;0;0;6;304;20;0;0;2;0;0;0;34;8;0;21;0;0;0;1;1;0;2;0;0;749
0151201:Criação de bovinos para corte;1838;1424;359;270;300;434;63;30;154;241;322;184;381;73;320;622;305;298;207;101;238;194;542;107;48;190;146;187;472;189;51;9;32;29;29;40;226;7;10;107;159;79;134;14;67;55;40;148;559;65;35;81;4;24;14;10;44;13;21;21;10;27;18;15;30;355;5;1;21;44;0;76;33;548;76;504;634;69;38;45;609;41;13;159;370;142;101;3363;1889;1967;778;541;340;297;25525
0151202:Criação de bovinos para leite;217;231;66;52;17;275;12;5;18;79;59;9;47;7;49;39;33;88;51;220;1164;96;50;86;5;77;60;16;79;63;53;1;9;0;2;26;48;0;1;58;92;71;47;9;15;0;17;5;45;35;0;2;0;0;4;5;8;2;0;25;45;45;35;4;14;43;115;19;96;41;11;2;19;77;37;33;17;3;9;35;9;8;2;27;31;4;10;20;22;41;18;84;9;25;4860
0151203:Criação de bovinos, exceto para corte e leite;79;21;19;7;9;63;25;0;2;2;59;17;16;7;47;20;5;21;33;20;18;11;16;7;2;15;3;10;18;5;3;1;0;2;1;4;9;0;1;0;5;6;12;1;12;2;6;7;31;2;4;3;1;6;2;0;3;1;2;4;0;0;1;2;1;5;0;1;2;10;2;3;3;42;65;32;27;1;1;5;31;1;0;5;37;15;23;129;130;72;22;53;10;13;1452
0152101:Criação de bufalinos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;3;10;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;13;1;1;0;3;0;13;3;0;10;0;0;0;0;77
0152102:Criação de eqüinos;2;14;0;0;1;9;7;2;9;14;9;0;0;0;0;1;0;0;16;0;31;4;6;9;0;1;2;0;7;0;4;0;0;0;3;0;148;0;98;0;0;0;1;1;4;5;5;3;0;1;22;1;0;3;16;1;0;13;0;15;0;0;0;0;0;8;3;5;2;4;0;0;2;12;7;7;14;0;7;15;1;13;21;0;94;9;19;21;4;178;4;35;8;2;983
0152103:Criação de asininos e muares;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;3;0;0;0;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;1;0;0;0;0;56;0;5;0;0;107
0153901:Criação de caprinos;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;2;0;0;0;0;0;1;0;1;0;0;3;0;2;6;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;5;1;0;0;0;0;0;0;0;0;40
0153902:Criação de ovinos, inclusive para produção de lã;0;0;0;0;1;3;0;0;1;5;1;0;1;0;2;1;0;0;3;3;14;8;2;4;0;3;1;0;12;0;3;4;2;2;0;3;24;0;2;1;6;2;3;0;2;7;2;2;4;1;0;0;0;0;0;2;0;0;1;1;4;1;1;0;0;0;0;0;3;0;0;0;1;6;2;0;6;0;2;2;9;0;2;2;15;7;0;9;3;11;2;8;2;2;239
0154700:Criação de suínos;4;2;2;0;17;3;0;8;21;17;14;1;11;2;9;14;0;13;48;399;437;1547;263;577;22;270;64;26;250;53;15;56;7;11;0;3;59;0;2;423;449;391;1196;408;104;3;0;218;5;163;12;11;43;0;1;7;554;42;3;394;301;319;158;19;319;75;36;138;145;104;165;1;176;2;74;0;14;0;14;285;3;137;12;8;11;6;0;65;1;0;0;4;0;2;11268
0155501:Criação de frangos para corte;19;22;49;34;94;48;8;79;28;92;50;9;14;5;23;55;32;85;89;39;62;195;93;37;27;73;58;0;5;580;6;0;0;0;0;0;10;0;5;30;30;849;110;19;18;1;0;0;65;17;5;14;0;0;13;0;24;16;12;0;2;1;18;2;0;0;0;0;70;0;0;30;3;78;77;0;2;0;0;199;0;26;0;4;65;0;2;0;0;0;0;0;0;0;3827
0155502:Produção de pintos de um dia;0;0;129;99;0;118;0;0;0;0;164;0;0;0;68;105;0;1;0;0;134;446;756;63;72;792;814;0;172;0;0;0;0;0;0;89;1;0;0;122;194;235;263;0;0;0;0;71;17;56;0;58;0;0;0;0;2;207;99;0;25;0;59;86;0;0;0;37;219;0;1;0;66;101;216;0;0;0;0;177;0;506;159;48;4;0;0;0;0;0;0;0;0;0;7051
0155503:Criação de outros galináceos, exceto para corte;1;55;0;101;5;84;0;0;0;117;0;0;0;0;29;6;0;0;0;5;6;187;76;33;59;13;5;0;1;4;0;0;0;0;0;15;0;0;0;0;23;17;225;3;4;0;0;0;2;0;20;0;0;0;0;0;25;7;74;1;0;0;2;0;0;2;0;0;97;0;2;3;38;8;24;0;6;0;0;72;0;70;0;11;1;0;0;0;0;0;0;0;0;0;1539
0155504:Criação de aves, exceto galináceos;0;14;5;1;12;95;2;6;135;12;105;1;0;0;6;39;9;6;5;22;37;61;50;6;14;60;13;0;6;0;2;1;0;0;0;0;7;0;3;2;77;58;38;14;3;0;4;0;5;0;1;1;1;0;0;3;9;8;0;0;0;0;0;0;0;3;0;0;84;0;0;0;64;0;397;0;1;0;0;72;11;6;5;0;3;1;2;0;0;0;0;25;0;0;1633
0155505:Produção de ovos;502;0;62;63;62;57;0;0;171;213;17;0;6;6;59;43;0;6;29;8;397;270;367;0;60;1087;241;0;61;0;11;0;1;1;0;129;82;0;24;139;166;280;565;46;23;0;82;170;78;11;76;20;0;0;144;0;130;13;104;0;0;3;141;32;14;1;6;0;154;8;0;26;162;81;314;0;0;0;2;534;10;652;114;1;46;0;0;0;3;0;0;0;0;0;8386
0159801:Apicultura;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;7;0;0;0;0;0;1;2;0;0;0;0;0;0;2;6;0;0;0;0;12;2;0;0;0;0;0;0;0;1;0;0;0;0;1;3;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;5;0;3;0;0;3;0;1;0;0;0;2;0;0;2;18;11;0;1;0;0;98
0159802:Criação de animais de estimação;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;3;0;0;0;0;0;0;0;5;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;3;1;0;0;0;0;1;0;0;1;39
0159804:Criação de bicho-da-seda;17;23;8;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69
0159899:Criação de outros animais não especificados anteriormente;8;1;8;5;1;6;5;0;3;1;12;1;1;4;4;10;0;0;13;0;86;11;9;2;2;2;5;0;2;2;11;0;1;0;0;1;23;1;4;5;5;1;11;0;0;1;15;0;5;3;5;6;0;0;6;2;0;9;0;3;1;0;3;0;0;2;4;1;0;0;0;1;4;2;7;5;136;1;4;14;1;4;5;6;44;0;3;5;6;34;12;7;0;7;641
0161001:Serviço de pulverização e controle de pragas agrícolas;16;3;5;6;33;10;6;0;0;7;137;6;33;2;9;3;0;0;13;0;11;87;31;36;3;0;20;0;40;4;0;0;0;0;0;0;1;7;8;6;32;2;62;8;11;3;6;10;5;0;13;0;0;0;0;0;0;0;0;1;1;7;60;0;1;7;16;7;8;60;0;0;0;2;1;8;62;18;23;0;65;8;0;2;7;22;39;170;51;61;0;74;14;35;1525
0161002:Serviço de poda de árvores para lavouras;3;0;0;0;1;0;0;0;0;0;1;0;32;0;0;0;0;0;5;1;22;2;3;1;0;0;0;0;2;0;27;23;0;8;0;0;14;0;0;0;12;0;10;10;41;4;0;0;6;0;7;10;0;0;0;0;5;5;13;2;0;0;7;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;26;3;0;0;0;4;1;0;0;1;0;0;0;0;0;316
0161003:Serviço de preparação de terreno, cultivo e colheita;1272;153;64;39;117;32;33;1;14;7;172;90;37;1;73;71;25;6;71;54;107;130;30;70;26;28;51;0;137;73;23;6;45;9;6;1;46;9;16;8;20;4;141;10;90;9;29;86;222;29;12;16;6;1;0;0;1;5;5;44;29;3;41;6;1;24;47;6;29;3;11;12;12;7;12;0;22;7;1;68;4;22;4;45;377;3;107;3;2;29;38;184;0;0;5042
0161099:Atividades de apoio à agricultura não especificadas anteriormente;319;88;57;249;333;200;71;143;109;74;702;276;125;41;318;46;27;17;148;568;187;323;489;211;5;64;110;101;554;138;124;24;123;76;4;149;257;21;16;127;67;135;207;53;219;23;79;104;586;41;23;39;12;3;7;0;12;3;11;65;60;31;33;11;46;191;122;47;141;445;20;29;43;223;165;341;136;41;365;243;61;49;32;47;629;86;90;99;181;75;92;206;86;55;13224
0162801:Serviço de inseminação artificial em animais;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;7;1;0;0;0;0;4;0;10;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;9;0;0;0;0;0;7;0;0;0;0;0;0;57
0162802:Serviço de tosquiamento de ovinos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;5
0162803:Serviço de manejo de animais;18;6;13;2;34;244;1;0;0;0;12;12;0;1;0;0;0;0;0;0;72;54;6;41;0;26;0;0;11;10;0;0;0;0;0;0;20;0;1;25;9;120;0;8;2;85;0;2;8;1;5;0;4;2;8;4;2;0;0;8;0;0;9;1;0;0;0;0;13;2;0;0;33;8;25;0;7;0;0;0;0;0;0;0;12;0;0;3;0;14;1;0;35;4;1044
0162899:Atividades de apoio à pecuária não especificadas anteriormente;636;136;81;33;55;89;60;7;41;101;152;67;37;13;18;92;290;99;74;89;249;280;81;211;19;14;36;13;71;27;12;1;10;21;3;30;130;7;6;42;442;12;93;595;44;4;34;39;61;10;5;7;1;0;19;1;11;3;11;32;8;0;1;5;7;24;16;13;10;19;2;9;54;65;33;19;60;4;20;16;11;10;16;41;164;29;42;52;49;41;72;119;20;53;5961
0163600:Atividades de pós-colheita;15;6;4;0;2;6;0;0;3;26;16;0;0;0;2;17;0;6;18;37;168;20;37;3;0;6;10;2;140;15;27;20;28;73;0;6;17;35;0;0;35;2;270;15;12;5;7;0;647;1;15;7;20;3;13;0;0;1;10;0;0;8;0;17;0;9;1;3;32;22;5;5;38;24;30;50;33;0;2;1;2;2;3;0;6;16;10;73;21;1;12;13;7;21;2295
0170900:Caça e serviços relacionados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0210101:Cultivo de eucalipto;20;28;7;14;2;5;0;0;13;8;3;1;6;0;18;0;19;7;48;25;26;62;22;3;0;2;0;0;13;1;5;0;7;0;19;0;10;5;1;1;6;0;6;0;6;0;9;0;3;15;3;2;0;2;14;1;4;2;4;10;5;1;5;0;0;1;0;1;2;1;0;12;0;16;1;0;0;0;5;55;2;2;6;6;228;9;9;1;12;3;5;2;1;0;879
0210102:Cultivo de acácia-negra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;4;6;0;9;0;0;0;12;3;1;0;42
0210103:Cultivo de pinus;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;142;226;67;0;2;0;3;8;1;0;235;1820;36;74;270;12;46;51;173;1;35;1;2;26;310;6;111;118;1;947;488;21;8;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;130;31;0;0;0;0;0;8;0;18;2;29;35;40;0;0;0;50;11;0;154;5768
0210105:Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;3;0;3;0;0;0;0;1;0;0;5;1;0;0;0;7;0;3;0;0;29;0;5;1;4;0;6;3;0;1;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;86
0210106:Cultivo de mudas em viveiros florestais;5;11;4;0;0;1;0;0;2;0;20;0;1;0;0;0;0;0;4;94;5;6;2;0;1;1;2;0;88;0;5;20;13;7;4;0;131;29;25;1;27;0;77;24;20;2;0;0;0;7;28;4;18;1;0;0;4;1;61;0;2;4;1;1;0;0;1;0;2;0;0;0;1;3;7;0;0;0;0;1;22;20;0;27;4;9;542;0;0;0;1;0;0;0;1404
0210107:Extração de madeira em florestas plantadas;9;12;4;7;34;31;0;0;0;22;5;11;1;2;8;2;6;10;206;212;198;31;66;5;2;7;18;3;338;47;134;161;224;8;64;83;553;0;65;82;49;158;512;127;474;82;10;334;317;131;75;2;10;0;1;6;17;4;19;6;1;0;4;0;0;0;0;0;3;1;0;0;6;185;14;0;0;0;15;43;60;45;18;254;215;151;13;7;3;53;659;156;0;4;6915
0210108:Produção de carvão vegetal - florestas plantadas;2;10;9;21;17;3;3;4;8;2;0;8;3;0;0;0;2;23;2;23;0;0;0;0;0;3;0;0;6;10;2;0;48;9;0;0;17;0;0;8;5;13;10;0;0;0;11;0;14;11;10;13;0;2;0;0;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;19;0;25;13;23;0;0;6;0;0;0;8;0;0;0;435
0210109:Produção de casca de acácia-negra - florestas plantadas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;9;0;32;0;0;0;0;3;0;0;45
0210199:Produção de produtos não-madeireiros não especificados anteriormente em florestas plantadas;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;15;130;0;0;0;0;2;0;0;44;0;5;4;11;0;0;0;0;3;1;0;0;65;2;0;3;0;0;0;1;14;0;0;0;0;30;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;0;267;163;0;0;0;0;0;119;0;763;1688
0220901:Extração de madeira em florestas nativas;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;13;0;2;0;6;0;0;0;28;1;0;0;0;0;14;0;9;0;5;14;7;6;0;1;0;0;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;10;6;0;0;0;0;20;0;0;0;0;38;0;0;0;0;0;8;5;0;0;209
0220902:Produção de carvão vegetal - florestas nativas;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;6;0;0;0;0;0;1;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;41
0220903:Coleta de castanha-do-pará em florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
0220904:Coleta de látex em florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3
0220905:Coleta de palmito em florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
0220906:Conservação de florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;38
0220999:Coleta de produtos não-madeireiros não especificados anteriormente em florestas nativas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;29;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;2;1;2;7;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;0;0;15;244
0230600:Atividades de apoio à produção florestal;2;0;0;0;13;1;0;0;5;5;15;0;1;0;0;8;628;0;335;935;38;3;20;8;0;0;1;20;113;485;25;29;81;0;368;4;298;12;183;15;1;35;161;36;216;127;125;194;253;37;17;25;5;13;0;3;0;0;0;0;0;18;4;0;0;0;0;2;0;0;0;1;1;75;5;0;0;0;5;61;3;6;4;253;269;18;65;0;83;0;181;169;0;73;6195
0311601:Pesca de peixes em água salgada;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2376;0;11;148;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;160;2909
0311602:Pesca de crustáceos e moluscos em água salgada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;188
0311603:Coleta de outros produtos marinhos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
0311604:Atividades de apoio à pesca em água salgada;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;98;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;117
0312401:Pesca de peixes em água doce;0;0;0;0;0;0;0;0;0;4;0;0;2;1;1;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29
0312402:Pesca de crustáceos e moluscos em água doce;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
0312403:Coleta de outros produtos aquáticos de água doce;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
0312404:Atividades de apoio à pesca em água doce;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;20
0321301:Criação de peixes em água salgada e salobra;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
0321302:Criação de camarões em água salgada e salobra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;32
0321303:Criação de ostras e mexilhões em água salgada e salobra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
